cod_gl_res144_indec,provincia,departamento,nombre_del_gobierno_local,categoria_de_gobierno,gobierno_local_con_paso_o_centro_fronterizo,gobierno_local_que_pertenece_a_un_aglomerado_urbano,poblacion_censo_2010,localidades_administradas_por_el_gobierno_local,distancia_a_la_capital_provincial,distancia_a_la_capital_alterna,perfil_economico_de_la_region,cantidad_de_parques_industriales_renpi,incendios_reportados_en_el_periodo_1999-2022,inundaciones_reportadas_en_el_periodo_1999-2022,fiestas_locales,sitio_web,direccion_postal_de_la_sede_de_gobierno,telefonos_sede_de_gobierno,apellido_y_nombre_de_la_maxima_autoridad.,latitud,longitud
746273,San Luis,Juan Martín de Pueyrredón,San Jerónimo,Comisión Municipal,No,No,  330 ,San Jerónimo             ,"25,2 KM","25,2 KM",Industrial - Primario,0,0,0,-,S/D,Av. Zain y ex ruta 147 (5719),"0266 4452000,4452010 Int. 8007,4452010 Int. 4029","Velázquez, Norma Graciela",-66.5240256341,-33.1380492926
746280,San Luis,Juan Martín de Pueyrredón,Zanjitas,Comisión Municipal,No,No,  201 ,Zanjitas             ,"56,4 KM","56,4 KM",Industrial - Primario,0,0,0,-,https://www.munizanjitas.gob.ar/,Avda. Acceso s/nº (5721),"0266 4452000 Int. 8009,0266  4452010 Int. 8009","Videla, Rosendo",-66.4150490432,-33.8049807295
746287,San Luis,Libertador General San Martín,La Vertiente,Comisión Municipal,No,No,  98 ,La Vertiente             ,78 KM,78 KM,Primario - Industrial,0,0,0,-,Sin datos,Boulevar Acceso s/nº (5757),"0266 4452000  Int. 4459,0266 4452010  Int. 4459","Díaz, Blanca Lidia",-65.7562953009,-32.797109364
746294,San Luis,Libertador General San Martín,Las Aguadas,Comisión Municipal,No,No,  100 ,Las Aguadas             ,"129,3 KM","129,3 KM",Primario - Industrial,0,0,0,-,Sin datos,Hermanos Leanes s/nº (5771),"0266 4452000 Int. 8225,0266 4452010 Int. 8225","Cruz, Ramón Ezequiel",-65.501135014,-32.3758843528
746301,San Luis,Libertador General San Martín,Las Chacras,Comisión Municipal,No,No,  176 ,Las Chacras             ,"97,5 KM","97,5 KM",Primario - Industrial,0,0,0,Las Chacras Cantan en Febrero (Febrero) -,Sin datos,Justo Pereyra y Juan Pascual Pringles (5753),"0266 4452000/ Int. 8095,0266 4452010 Int. 8092","Salazar, José Ignacio",-65.7769022961,-32.5625381713
746308,San Luis,Libertador General San Martín,Las Lagunas,Comisión Municipal,No,No,  111 ,Las Lagunas             ,"105,1 KM","105,1 KM",Primario - Industrial,0,0,0,-,Sin datos,Av. Acceso s/Nº (5773),"0266 4452000  Int. 8079,0266 4452010  Int. 8079","BARROSO, Diego Javier",-65.548598128,-32.6280580775
746315,San Luis,Libertador General San Martín,Paso Grande,Comisión Municipal,No,No,  427 ,Paso Grande             ,"80,8 KM","80,8 KM",Primario - Industrial,0,0,0,Fiesta Nacional del Cuarzo (Febrero) -,S/D,Uruguay s/n° esq. San José (5753),"0266 4452000,4452010 Int. 8205","Garraza, Claudio Marcelo",-65.6350549916,-32.87732241
746322,San Luis,Libertador General San Martín,Villa de Praga,Comisión Municipal,No,No,  181 ,Villa de Praga             ,"107,1 KM","107,1 KM",Primario - Industrial,0,0,0,Fiesta del Labrador (Enero) -,Sin datos,Pringles S/N° (5753),"0266 4452000 Int. 8207,0266 4452010 Int. 8207","Cruz, Ramón Eulogio",-65.6458598603,-32.5333366988
780007,Santa Cruz,Corpen Aike,Intendente Comandante Luis Piedrabuena,Municipio,No,No,  6.405 ,Comandante Luis Piedrabuena             ,"183,7 KM","407,2 KM",Primario - Industrial,0,0,0,Fiesta Nacional de la Trucha Steelhead (Marzo) -,https://municipalidaddecmteluispiedrabuena.gob.ar/,Av. Ibáñez 338,02962-497967,"Bodlovic Chaparrotti, Federico Gulliver",-68.9092992973,-49.9855769921
780014,Santa Cruz,Corpen Aike,Puerto Santa Cruz,Municipio,No,No,  4.431 ,Puerto Santa Cruz             ,"185,3 KM","404,5 KM",Primario - Industrial,0,0,0,Fiesta Nacional de la Carne Ovina (Diciembre) - Fiesta Nacional del Róbalo (Febrero) - Fiesta Ganadera (Marzo) -,http://puertosantacruz.gob.ar/,Belgrano 527,02962-498252 int 123,"Gonzalez, Néstor Fabián",-68.5213642313,-50.0186587487
780021,Santa Cruz,Deseado,Caleta Olivia,Municipio,No,No,  51.733 ,Caleta Olivia             ,"589,5 KM",0 KM,Primario - Industrial,0,0,0,Fiesta de la Náutica y el Turismo (Febrero) -,https://www.caletaolivia.gov.ar/,Veinticinco de Mayo 443,"0297 4854476,-","Cotillo, Fernando Fabio",-67.522740902,-46.4478465227
780028,Santa Cruz,Deseado,Las Heras,Municipio,No,No,  17.821 ,Las Heras             ,"566,4 KM","108,7 KM",Primario - Industrial,0,0,0,Fiesta Nacional de la Estepa Patagónica (Marzo) -,www.lasheras-patagonia.com.ar,San Martín 418,"0297 4975505,-","Carambia, José María",-68.9322724916,-46.5413135288
780035,Santa Cruz,Deseado,Pico Truncado,Municipio,No,No,  20.889 ,Pico Truncado             ,545 KM,"51,4 KM",Primario - Industrial,0,0,0,-,https://munipicotruncado.gob.ar/,Nueve de Julio 450,0297-4992160,"Maimó, Osvaldo Rubén ",-67.9578516803,-46.7994201755
780042,Santa Cruz,Deseado,Puerto Deseado,Municipio,No,No,  14.183 ,Puerto Deseado -  Tellier      ,493 KM,"190,3 KM",Primario - Industrial,0,0,0,Fiesta Penacho Amarillo (Diciembre) - Bajada de la Ría (Febrero) -,www.puertodeseado.gov.ar,Almirante Brown 415,"0297-4872248,0297-4872261 int 12 ","Vila, Mónica",-65.9009487267,-47.7517194091
780049,Santa Cruz,Güer Aike,Río Gallegos,Municipio,Si,Si,  95.796 ,Río Gallegos             ,0 KM,"589,5 KM",Primario - Industrial,1,0,0,Fiesta del Cordero y Fiesta de la Carne Ovina (Diciembre) -, www.riogallegos.gov.ar,San Martín 791,"02966-422365,-","Grasso, Pablo Miguel Ángel",-69.2158645329,-51.6234632665
780056,Santa Cruz,Güer Aike,Yacimientos Río Turbio,Municipio,Si,No,  8.814 ,El Turbio -  Julia Dufour -  Rospentek -  Yacimientos Río Turbio     ,"216,6 KM",667 KM,Primario - Industrial,0,0,0,Fiesta Nacional del Carbón (Diciembre) - Fiesta de la Nieve (Julio) -,www.turismo.rioturbio.gov.ar,Juan Jose Paso 237,"02902-421679 ,03465 496035","Menna, Darío Javier",-72.337854905,-51.5364226395
780063,Santa Cruz,Güer Aike,28 de Noviembre,Municipio,No,No,  6.145 ,28 de Noviembre             ,"207,6 KM","666,2 KM",Primario - Industrial,0,0,0,-,https://www.facebook.com/Municipalidad-de-28-de-Noviembre-Oficial-107406374087451/,Av Gral San MartÍn 791 ,"02902-451458,02902482075","Españon, Omar Fernando",-72.2116403933,-51.5796138965
780070,Santa Cruz,Lago Argentino,El Calafate,Municipio,No,No,  16.655 ,El Calafate             ,"257,3 KM","557,3 KM",Industrial - Primario,0,0,0,Fiesta Nacional del Lago Argentino (Enero) - Fiesta del Hielo (Julio) -, www.elcalafate.gov.ar,Piloto Civil N. Fernández 16,02902-491082,"Belloni, Héctor Javier",-72.2606652421,-50.3380295397
780074,Santa Cruz,Lago Argentino,El Chaltén,Municipio,Si,No,  1.627 ,El Chaltén             ,"364,6 KM","513,7 KM",Industrial - Primario,0,0,0,Fiesta Nacional del Trekking (Marzo) -,https://www.elchalten.gob.ar/, Avda. Guemes 21,02962-493270 ,"Tico, Néstor Andrés",-72.8859114195,-49.332824656
780077,Santa Cruz,Lago Buenos Aires,Los Antiguos,Municipio,Si,No,  3.363 ,Los Antiguos             ,"591,7 KM","315,6 KM",Primario - Industrial,0,0,0,Fiesta Nacional de la Cereza (Enero) - Cereza Rock (Febrero) -,https://www.losantiguos.gob.ar/,Av. 11 de Julio 432,02963-491262 ,"Bellomo, Julio",-71.6312708105,-46.5510756579
780084,Santa Cruz,Lago Buenos Aires,Perito Moreno,Municipio,Si,No,  4.617 ,Bajo Caracoles -  Perito Moreno      ,"573,9 KM","261,9 KM",Primario - Industrial,1,0,0,Festival Cueva de las Manos (Febrero) -,http://www.peritomoreno.gob.ar/,San Martín 1776,02963-432162 ,"Casarini, Mauro Alejandro",-70.9299116755,-46.5938169679
780091,Santa Cruz,Magallanes,Puerto San Julián,Municipio,No,No,  7.894 ,Puerto San Julián             ,"278,3 KM","319,5 KM",Primario - Industrial,1,0,0,-,www.sanjulian.gov.ar,San Martín 135,"02962-452160,-","Gardonio, Daniel José",-67.7197442202,-49.3140862973
780098,Santa Cruz,Río Chico,Gobernador Gregores,Municipio,No,No,  4.497 ,Gobernador Gregores             ,"328,3 KM","328,3 KM",Primario - Industrial,0,0,0,Fiesta Deportiva de Pesca del Salmón en Lago Cardiel (Marzo) -,S/D,San Martín 314,02962-49104,"Vidal, Héctor Ariel ",-70.24851966,-48.7508973368
785007,Santa Cruz,Deseado,Cañadón Seco,Comisión de Fomento,No,No,  879 ,Cañadón Seco             ,"575,8 KM","14,3 KM",Primario - Industrial,0,0,0,-,S/D,Vizcacheras 5995,0297-4850011,"Soloaga, Jorge Marcelo",-67.6106327544,-46.5615341699
785014,Santa Cruz,Deseado,Jaramillo - Fitz Roy,Comisión de Fomento,No,No,  746 ,Fitz Roy -  Jaramillo      ,"516,7 KM","86,9 KM",Primario - Industrial,0,0,0,-,https://www.facebook.com/Comisi%C3%B3n-de-Fomento-Jaramillo-Fitz-Roy-102415137830468/,José Font,"0297 4806000,-","Urricelqui, Ana María",-67.1447240082,-47.184028411
785021,Santa Cruz,Deseado,Koluel Kaike,Comisión de Fomento,No,No,  250 ,Nuestra Señora de los Dolores de Koluel Kayke             ,"551,2 KM","61,5 KM",Primario - Industrial,0,0,0,-,S/D,San Martín y Belgrano,0297-4707740,"Cabral, Tomás Alfredo",-68.2235809078,-46.7168153933
785035,Santa Cruz,Lago Argentino,Tres Lagos,Comisión de Fomento,No,No,  282 ,Tres Lagos             ,"275,4 KM","456,7 KM",Industrial - Primario,0,0,0,-,https://www.treslagos.gob.ar/,San Martín Mz. 13,02962-495031,"Godoy, José Darío",-71.4467467898,-49.5979102037
785042,Santa Cruz,Río Chico,Lago Posadas,Comisión de Fomento,No,No,  266 ,Lago Posadas             ,"487,4 KM","344,2 KM",Primario - Industrial,0,0,0,-,S/D,S/D,02963 490260,"Sánchez, Mónica Alejandra",-71.742848247,-47.5656625192
820007,Santa Fe,Belgrano,Armstrong,Municipio de Segunda,No,No,  11.484 ,Armstrong             ,151 KM,"92,6 KM",Industrial,1,0,4,AgroActiva (Junio) -,http://www.armstrong.gov.ar/site2/,San Martin 1565 (2508),"03471 461204 int 104,03471 461326,03471 461316","Verdecchia, Pablo Horacio ",-61.6033099143,-32.7852890707
820014,Santa Fe,Belgrano,Las Parejas,Municipio de Segunda,No,No,  12.679 ,Las Parejas             ,"137,3 KM","88,3 KM",Industrial,1,0,4,Fiesta Provincial de Comidas al Disco (Febrero) -,http://www.lasparejas.gov.ar/,Calle 14 n°961 ,03471 471330,"Compagnucci , Horacio",-61.5224490165,-32.6829498578
820021,Santa Fe,Belgrano,Las Rosas,Municipio de Segunda,No,No,  13.689 ,Las Rosas             ,"122,3 KM","102,8 KM",Industrial,0,0,4,Fiesta Provincial de la Feria Navideña (Diciembre) - Fiesta Provincial del Mate (Octubre) -,http://www.lasrosas.gov.ar ,San Martin 483 (2520),"03471 451001,03471 450022,03471 450027","Meyer, Javier",-61.5765081667,-32.4750508726
820028,Santa Fe,Caseros,Casilda,Municipio de Segunda,No,No,  35.058 ,Casilda             ,160 KM,"50,8 KM",Industrial,1,0,4,Fiesta Nacional del Oro Dulce (Octubre) -,http://www.casilda.gov.ar/web/,Carlos Casado 2090 (2170),"03464 422211,03464 422212,03464 422257","Golosetti , Andres Roberto",-61.1642010901,-33.044697648
820035,Santa Fe,Castellanos,Frontera,Municipio de Segunda,No,No,  10.723 ,Frontera -  Villa Josefina      ,"127,2 KM","212,8 KM",Industrial - Primario,0,0,5,-,http://www.frontera.gob.ar/,Calle 1 N°1015 (2438),"03564 434949,03564 423333","Civalero, Victoria Soledad",-62.0262428397,-31.4407525826
820042,Santa Fe,Castellanos,Rafaela,Municipio de Segunda,No,No,  92.945 ,Rafaela             ,"86,8 KM",205 KM,Industrial - Primario,0,0,5,Fiesta Provincial Un Domingo Piamontés en Familia (Agosto) - Expo Rural Rafaela y la Región (Agosto) - Mercolactea (Septiembre) -,http://www.rafaela.gob.ar/ ,Moreno 8 (2300),03492 500200-2007 int 317,"Castellano , Luis Alberto",-61.4916615599,-31.2526675335
820049,Santa Fe,Castellanos,Sunchales,Municipio de Segunda,No,No,  21.304 ,Sunchales             ,"113,2 KM","239,2 KM",Industrial - Primario,0,0,5,Fiesta Nacional del Fútbol Infantil (Octubre) -,https://www.sunchales.gob.ar/,Av.Belgrano 103 (2322),"03493 425500,03493 420611,03493 420490"," Toselli, Gonzalo Roberto",-61.5606621392,-30.9450770339
820056,Santa Fe,Constitución,Villa Constitución,Municipio de Segunda,No,Si,  47.903 ,Villa Constitución -  Barrio Arroyo del Medio      ,"178,1 KM","42,1 KM",Industrial,1,0,4,Feria Regional del Libro (Septiembre) -,http://villaconstitucion.gob.ar/,San Martín 1218 (2919),"03400 474608,03400 474609,03400-435500,03492 495002","Berti , Jorge Ramón",-60.3297498169,-33.2272700283
820063,Santa Fe,General López,Firmat,Municipio de Segunda,No,No,  19.917 ,Firmat -  Firmat      ,213 KM,"97,7 KM",Industrial,1,0,4,Fiesta de la Pachamama (Agosto) - Fiesta Nacional de la Maquinaría Agrícola (Noviembre) - Fiesta de la Tradición (Noviembre) - Campeonato Nacional de Rodeo (Septiembre) -,https://www.firmat.gob.ar/,Paseo Ntra Sra de la Merced 1096 (2630),03465 420696,"Fabio Leonel, Maximino",-61.4862103571,-33.4581435163
820070,Santa Fe,General López,Rufino,Municipio de Segunda,No,No,  18.980 ,Rufino             ,"344,7 KM",242 KM,Industrial,0,0,4,Feria y Exposición Provincial de Artesanos (Marzo) - Expo Rufino (Noviembre) -,http://www.rufino.gob.ar/,Italia 127 (6100),"03382 428460,03382 429387,03382 428410","Latanzi, Natalio ",-62.7110666034,-34.261872818
820077,Santa Fe,General López,Venado Tuerto,Municipio de Segunda,No,No,  76.432 ,Venado Tuerto             ,"260,4 KM","152,7 KM",Industrial,0,0,4,Fiesta Nacional de La Semilla (Octubre) -,https://venadotuerto.gob.ar/,San martin 899 (2600),"03462 421417,-","Chiarella , Leonel",-61.968733525,-33.7454991566
820084,Santa Fe,General López,Villa Cañás,Municipio de Segunda,No,No,  9.433 ,Villa Cañás             ,274 KM,"148,3 KM",Industrial,0,0,4,Feria Nacional de Artesanías (Marzo) -,https://www.muvc.gob.ar/,Calle 53 n°454 (2607),"03462 450201,03462 450551,03462 450416","Gizzi, Norberto",-61.6058282849,-34.0042772002
820091,Santa Fe,General Obligado,Avellaneda ,Municipio de Segunda,No,No,  25.995 ,Avellaneda -  El Carmen de Avellaneda -  Moussy            ,"299,8 KM","435,7 KM",Primario - Industrial,0,0,4,Baile de Campo (Enero) - Fiesta Provincial de Nuestro Canto (Enero) - Aniversario Ciudad de Avellaneda (Enero) - Fiesta Regional del Asado a la Estaca (Febrero) - Fiesta del Salame (Julio) - Fiesta Regional de la Raviolada (Junio) - Baile de Carnaval (Marzo) - Fiesta Nacional del Algodón (Mayo) - Fiesta Friulana (Noviembre) - Fiesta del Agricultor (Septiembre) -,https://www.avellaneda.gob.ar/,Calle 13 N° 492 (3561),"03482 481079 int 114,03482 682087","Braidot, Gonzalo Germán",-59.6584720789,-29.1175214808
